,username,full_text,tweet_clean,english_text,label
250,InfoKomputer,PBB: Indonesia berpotensi jadi episentrum pengembangan AI di ASEAN - https://t.co/vciZiIwLrC https://t.co/EHi8v5UcvN,pbb indonesia berpotensi episentrum pengembangan ai asean,UN Indonesia has the potential to be the epicenter of ASEAN AI development,neutral
251,desmondwira,Saham $ISAT naik tajam setelah dikabarkan masuk AI (Kecerdasan Buatan) Hal ini setelah perseroan dan Huawei mendatangani nota kesepahaman terkait pengembangan digital mulai dari AI aplikasi industri pembangunan ekosistem hingga pengembangan kompetensi talenta https://t.co/ZNn8sDZMBO,saham isat tajam dikabarkan masuk ai kecerdasan buatan perseroan huawei mendatangani nota kesepahaman terkait pengembangan digit ai aplikasi industri pembangunan ekosistem pengembangan kompetensi talenta,"Sharp Isat shares are reportedly entering AI AI. Huawei company signs a memorandum of understanding regarding the development of digital AI industrial applications, ecosystem development, talent competency development",negative
252,Metro_TV,Indonesia baru saja kedatangan dua CEO raksasa perusahaan teknologi yaitu Apple dan Microsoft. Dan dalam waktu dekat juga akan kedatangan CEO perusahaan pengembangan AI Artifical Intelligence. Mereka tidak hanya akan membangun pusat pengembangan teknologi tetapi juga pusat https://t.co/sYVn7QdMA2,indonesia kedatangan ceo raksasa perusahaan teknolog appl microsoft kedatangan ceo perusahaan pengembangan ai artif intellig membangun pusat pengembangan teknolog pusat,indonesia arrival of ceo giant company technologist appl microsoft arrival of ceo development company ai artif intellig build center technology development center,negative
253,ntv7malaysia,Logic Theorist menunjukkan bahwa mesin dapat digunakan untuk tugas pemikiran dan pembuktian. Keberhasilan Logic Theorist membuka jalan bagi pengembangan AI selanjutnya. #ArtificialIntelligence #NTV7AI https://t.co/gSNDw5cqO1,logic theorist mesin tuga pemikiran pembuktian keberhasilan logic theorist membuka jalan pengembangan ai artificialintellig ntvai,"Logic Theorist's thinking machine, proving the success of Logic Theorist, opens the way for the development of AI artificial intelligence",negative
254,vinshanaa,Gw bersyukur temenan sama artist jd kalo ngomis ya cm buat muas2in diri plus ngabis2in duit gw yg tipis itu (semoga segera tebal) bukan buat sponsor ai. Turns out ai makin sering digenerate gambarnya akan makin bagus. Pengembangan ai setahun belakangan ga main2 sih.,gw bersyukur temenan artist jd kalo ngomi ya cm muasin plu ngabisin duit gw yg tipi semoga tebal sponsor ai turn out ai digener gambarnya bagu pengembangan ai setahun ga main sih,"I'm grateful that I'm a friend of artists so if I talk about it, it's satisfying to spend my small amount of money, I hope it's big, AI sponsors turn out AI, the pictures are good, AI development hasn't played in a year, right?",positive
255,InfoKomputer,Amazon Q asisten AI generatif tercanggih untuk pengembangan software - https://t.co/apVQLEdZQQ https://t.co/9Gt1tulVbn,amazon q asisten ai generatif tercanggih pengembangan softwar,"Amazon Q, the most advanced generative AI assistant, software development",positive
256,TrivExchange,Menjelang konferensi nvidia pada 18 Maret ini harga token AI mulai merangkak naik. Dengan Nvidia sbg pemimpin dlm pengembangan AI investor berharap token AI akan mengalami pertumbuhan yg kuat di masa mendatang. ‌ Km hold token AI apa? Spill dong yg udh cuan dari token AI https://t.co/dLD5j6Wjbw,menjelang konferensi nvidia maret harga token ai merangkak nvidia sbg pemimpin dlm pengembangan ai investor berharap token ai mengalami pertumbuhan yg kuat km hold token ai spill yg udh cuan token ai,"Ahead of the Nvidia conference in March, AI token prices are climbing, Nvidia is a leader in AI development, investors hope AI tokens experience strong growth, you hold AI tokens, spill those who already make money from AI tokens",positive
257,BloombergTZ,Apple Akuisisi Startup AI Kanada Pacu Pengembangan AI Generatif https://t.co/bWY4ONELhM,appl akuisisi startup ai kanada pacu pengembangan ai generatif,appl acquires canadian ai startup spurs generative ai development,neutral
258,notulamedia,Menkominfo Tekankan Pengembangan AI di Indonesia Jadi Transfer Teknologi dan Pengetahuan - https://t.co/GuXtThcMN9 #notulanews #beritaterbaru #beritaViral https://t.co/pCAQtURuqe,menkominfo tekankan pengembangan ai indonesia transfer teknolog pengetahuan notulanew beritaterbaru beritavir,"Minister of Communication and Information emphasizes development of Indonesian AI, transfer of knowledge technology, minutes, latest news, news, news, news",positive
259,AryBandung,Banyak yg skeptis bahkan paranoid dgn perkembangan AI. Sept 2023 Senat US memanggil bbrp petinggi perusahaan teknologi yg mengembangkan AI ttg regulasi. Elon Musk menginisiasi pause pengembangan AI. Hasilnya? Ttp tdk terbendung. Mending ketinggalan atau adaptasi manfaatkan?,yg skepti paranoid dgn perkembangan ai sept senat us memanggil bbrp petinggi perusahaan teknolog yg mengembangkan ai ttg regulasi elon musk menginisiasi paus pengembangan ai hasilnya ttp tdk terbendung mend ketinggalan adaptasi manfaatkan,"Skeptics who are paranoid about AI developments Sept. US Senate summons several high-ranking technology companies that develop AI regarding regulations. Elon Musk initiates AI development whales, the results are still unstoppable and lag behind in adapting to use",negative
260,setkabgoid,Indonesia-Microsoft Jajaki Peluang Pengembangan Teknologi AI dan Talenta Digital #KabarKabinet https://t.co/ov7RZtA7ze https://t.co/Csw3MnH8pj,indonesiamicrosoft jajaki peluang pengembangan teknolog ai talenta digit kabarkabinet,"IndonesiaMicrosoft explores opportunities for AI technology development, digital talent, Kabarkabinet",neutral
261,YLKI_ID,Selamat Hari Hak Konsumen Sedunia - 15 Maret. Tema th ini Fair and Responsible AI for Consumers . Butuh komitmen smua utk pengembangan AI yg adil &amp; bertanggung jawab demi lindungi konsumen. AI bkn hanya inovasi tp juga ttg integritas &amp; inklusivitas. #WorldConsumerRightsDay https://t.co/h6fnlWqglH,selamat hak konsumen sedunia maret tema th fair and respons ai for consum butuh komitmen smua utk pengembangan ai yg adil amp bertanggung lindungi konsumen ai bkn inovasi tp ttg integrita amp inklusivita worldconsumerrightsday,"Congratulations on World Consumer Rights March, the theme of Fair and Response AI for Consumers requires everyone's commitment to develop AI that is fair and responsible for protecting consumers. AI is not about innovation but about integrity and inclusiveness worldconsumerrightsday",positive
262,bdleonanda,Media Korea Selatan: Korea Utara berencana untuk mengerahkan sistem peperangan elektronik terintegrasi pertama yang menggunakan AI Menurut pers Korea Selatan pengembangan AI untuk sistem peperangan elektronik canggih dilakukan oleh sebuah lembaga yang khusus dibentuk untuk https://t.co/VuAykyNTlP,media korea selatan korea utara berencana mengerahkan sistem peperangan elektronik terintegrasi ai per korea selatan pengembangan ai sistem peperangan elektronik canggih lembaga khusu dibentuk,South Korean media North Korea plans to deploy AI integrated electronic warfare system in South Korea develops AI advanced electronic warfare system Special agency established,positive
263,AryBandung,Obrolan ttg regulasi untuk membatasi pengembangan aplikasi AI di US bukan pd keseluruhan tujuan pengembangan AI nya. .,obrolan ttg regulasi membatasi pengembangan aplikasi ai us pd tujuan pengembangan ai nya,Chat about regulations limiting US AI application development to its AI development goals,neutral
264,feemafaa,Integrasi @nimble_network dg #Avalanche akan memungkinkan aplikasi #DApps memanfaatkan model AI &amp; alat pengembangan yg disediakan Nimble guys! Menyediakan platform penerapan AI di @avax yang menghormati masalah privasi data praktis tanpa mengorbankan keterbukaan &amp; aksesibilitas,integrasi dg avalanch aplikasi dapp memanfaatkan model ai amp alat pengembangan yg disediakan nimbl guy menyediakan platform penerapan ai menghormati privasi data prakti mengorbankan keterbukaan amp aksesibilita,integration with avalanch dapp application leverages ai models amp development tools provided by nimbl guy provides a platform for implementing ai respecting data privacy practices sacrificing openness amp accessibility,neutral
265,coinedition_id,Komunitas yang kuat mendukung memecoin seperti $WIF $FLOKI; Pengembangan AI meningkatkan sentimen untuk #FET dan lainnya. Entri tokenisasi aset TradFi memvalidasi prospek bullish untuk token ATMR. #Memecoin #Solanamemecoin #Memecoin2024 https://t.co/J5DozfU4Yy,komunita kuat mendukung memecoin wif floki pengembangan ai meningkatkan sentimen fet entri tokenisasi aset tradfi memvalidasi prospek bullish token atmr memecoin solanamemecoin memecoin,strong community supports memecoin wif floki ai development improves fet sentiment tradfi asset tokenization entry validates bullish outlook token atmr memecoin solanamemecoin memecoin,positive
266,andricuanterus,SUDAH WAKTUNYA $MANTA BERSINAR @MantaNetwork @CelestiaOrg @OraProtocol dan @hyperbolic_labs akan berkolaborasi untuk membawa pengembangan AI ke Manta Pacific. Infrastruktur DePIN @hyperbolic_labs akan mendukung akses GPU yang terdesentralisasi untuk pelatihan model dan https://t.co/70kDimgMsR,manta bersinar berkolaborasi membawa pengembangan ai manta pacif infrastruktur depin mendukung aks gpu terdesentralisasi pelatihan model,Manta Shine Collaborates to Bring AI Development Manta Pacif Depin Infrastructure Supports Decentralized GPU AKS Model Training,neutral
267,hoteliercrypto,ORIGIN TRAIL $TRAC Ini adalah infrastruktur untuk AI dibuat untuk tujuan agar informasi yg beredar diketahui asal pertamanya dari mana. Dia punya teknologi namanya ChatDKG untuk bot jawab jawab pertanyaan di Twitter tapi masih dalam pengembangan. Institusi besar banyak pake https://t.co/c9lglMliuR,origin trail trac infrastruktur ai tujuan informasi yg beredar pertamanya teknolog namanya chatdkg bot twitter pengembangan institusi pake,origin trail trac infrastructure ai destination first circulating information technology called chatdkg twitter bot institutional development use,positive
268,fatkhurrohim,Percepat Pengembangan AI Microsoft Investasikan $1 5 Miliar Pada G42 https://t.co/7OtyEcBOiw,percepat pengembangan ai microsoft investasikan miliar g,accelerate AI development Microsoft invests billion g,neutral
269,lonerhelios,dari kemarin cuman bisa twit 'black mirror will gonne be real someday' dan sekarang saatnya bilang 'selamat datang di dunia black mirror'. sbg org yg kerja di pengembangan AI ini super merinding!,kemarin cuman twit black mirror will gonn be real someday bilang selamat dunia black mirror sbg org yg kerja pengembangan ai super merind,"Yesterday I just tweeted Black Mirror Will Gonna Be Real Someday Say Goodbye Black Mirror World as a person who works on AI development, super merind",positive
270,AryBandung,Kucemburu namun hanya sebatas itu.. *Ini ttg kemajuan India di bidang roket eksplorasi ruang angkasa AI komp kuantum dan Singapura di memulai pengembangan AI. .,kucemburu sebata ttg kemajuan india bidang roket eksplorasi ruang angkasa ai komp kuantum singapura pengembangan ai,"I'm just jealous of India's progress in the field of rockets, space exploration, Singapore quantum computing, AI development",neutral
271,tempodotco,Pengembangan AI di Zoom Pengguna Tidak Hadir Rapat Bisa Diganti Asisten Virtual https://t.co/uxxpV5bhV0 #TempoTekno,pengembangan ai zoom pengguna hadir rapat diganti asisten virtual tempotekno,"development of AI Zoom, users attending meetings are replaced by TempoTekno's virtual assistant",neutral
272,Beritasatu,Sarjana Pertanian Mesti Mampu Mengadopsi AI Dalam Pengembangan Pertanian #BNetwork https://t.co/zExrQz2ceE,sarjana pertanian mesti mengadopsi ai pengembangan pertanian bnetwork,Agricultural graduates should adopt BNetwork's AI agricultural development,neutral
273,TechinAsia_ID,Proyek Microsoft-OpenAI itu juga mencakup pengembangan superkomputer AI bernama Stargate yang ditargetkan rilis pada 2028. https://t.co/xBS7gVOfqe,proyek microsoftopenai mencakup pengembangan superkomput ai bernama stargat ditargetkan rili,Microsoft's project includes the development of an AI supercomputer named Stargate Targeted Release,neutral
274,Fortune_IDN,IBM Perkuat Rambu-Rambu Pengembangan Teknologi AI Bertanggungjawab https://t.co/6NSwG24nyt,ibm perkuat ramburambu pengembangan teknolog ai bertanggungjawab,IBM strengthens signs for responsible AI technology development,positive
275,tvOneNews,Sudah Lapor ke Gibran Rakabuming Raka Indosat Akan Bangun Pusat AI Senilai Rp3 1 Triliun di Solo: Pusat Pengembangan kecerdasan buatan atau artificial inteligence (AI) bernama Indonesia AI Nation akan dibangun di Solo Jawa Tengah dengan investasi https://t.co/pPb9hU1Quq https://t.co/0BuuSUNSFw,lapor gibran rakabum raka indosat bangun pusat ai senilai rp triliun solo pusat pengembangan kecerdasan buatan artifici intelig ai bernama indonesia ai nation dibangun solo jawa investasi,reports Gibran Rakabum Raka Indosat builds AI center worth IDR trillion Solo Artificial Intelligence Development Center Artifici AI Intelligence Named Indonesia AI Nation Built Solo Java Investment,negative
276,Bisniscom,Saham Meta Anjlok Usai Ungkap Rencana Pengembangan AI Mark Gagal Yakini Investor https://t.co/Rwy5QV0I3f,saham meta anjlok rencana pengembangan ai mark gagal yakini investor,Meta shares plunge Mark's AI development plans fail to convince investors,negative
277,googledevsid,#NowInAndroid kembali dengan apa yang baru dan menonjol di pengembangan Android. Nantikan informasi tentang Gemini Pro Google AI SDK Google AI Studio Cast Rust dan lainnya. → https://t.co/YKbIqD4tbb → https://t.co/hLMWtukSIe → https://t.co/wZvScjcoXV,nowinandroid menonjol pengembangan android nantikan informasi gemini pro googl ai sdk googl ai studio cast rust,nowinandroid stand out android development stay tuned for gemini pro googl ai sdk googl ai studio cast rust,neutral
278,TechinAsia_ID,Investasi itu akan digunakan untuk pembangunan infrastruktur pengembangan AI dan peningkatan sumber daya manusia yang akan dilaksanakan di tahun ini. https://t.co/zn1SEEdpIl,investasi pembangunan infrastruktur pengembangan ai peningkatan sumber daya manusia dilaksanakan,"investment in infrastructure development, AI development and improvement of human resources is carried out",neutral
279,XHIndonesia,Baidu laporkan lonjakan laba bersih dan pengembangan pesat AI pada 2023 https://t.co/E2ESdnbxkW https://t.co/vJUeBBMr4F,baidu laporkan lonjakan laba bersih pengembangan pesat ai,Baidu reports surge in net profit on rapid AI development,neutral
280,Bisniscom,Arab Saudi Siapkan Investasi Jumbo Rp628 Triliun untuk Pengembangan AI https://t.co/kWI0crGSwJ,arab saudi siapkan investasi jumbo rp triliun pengembangan ai,Saudi Arabia prepares jumbo investment of IDR trillion in AI development,neutral
281,detikinet,Adopsi teknologi digital dan kecerdasan buatan (AI) marak digunakan dalam pengembangan komputer dan otomatisasi termasuk bisa dipakai pada sistem bea cukai. https://t.co/Rx1I7uinau,adopsi teknolog digit kecerdasan buatan ai marak pengembangan komput otomatisasi dipakai sistem bea cukai,The adoption of AI artificial intelligence digital technology is widespread in the development of computer automation used in customs systems,negative
282,officialinews_,Star Media Nusantara Gandeng Hypermind untuk Pengembangan AI Virtual Talent di Indonesia https://t.co/nt0lLLCk4L,star media nusantara gandeng hypermind pengembangan ai virtual talent indonesia,star media nusantara partners with hypermind to develop ai virtual talent indonesia,neutral
284,Bisniscom,RI Disebut Sebagai Salah Satu Negara Terdepan dalam Pengembangan AI https://t.co/PIYKm7wHlO,ri salah negara terdepan pengembangan ai,RI is one of the leading countries in AI development,neutral
285,kumparan,Samsung bakal meneruskan pengembangan Galaxy AI bahasa Indonesia yang dijanjikan bisa mengenali logat bicara orang Indonesia dimulai dengan logat bicara orang di Jawa hingga Sumatera. #kumparanTECH https://t.co/5zBVTZfBMW,samsung meneruskan pengembangan galaxi ai bahasa indonesia dijanjikan mengenali logat bicara orang indonesia logat bicara orang jawa sumatera kumparantech,"Samsung continues development of Galaxy AI in Indonesian, promises to recognize Indonesian dialect, Sumatran Javanese accent Kumparantech",neutral
286,e100ss,Microsoft Jajaki Peluang Pengembangan Teknologi AI dan Talenta Digital Indonesia https://t.co/1xGCVxKa3D,microsoft jajaki peluang pengembangan teknolog ai talenta digit indonesia,Microsoft is exploring opportunities to develop Indonesian digital talent AI technology,neutral
287,Fortune_IDN,Istilah yang Perlu Anda Ketahui Dalam Pengembangan Teknologi AI https://t.co/qZWTPCENdx,istilah ketahui pengembangan teknolog ai,terms know the development of AI technology,neutral
288,TechinAsia_ID,Aksi akuisisi DarwinAI oleh Apple kabarnya dilakukan pada awal tahun 2024. langkah ini disebut untuk pengembangan berbagai fitur berbasis AI generatif. https://t.co/JxwgQH1QwA,aksi akuisisi darwinai appl kabarnya langkah pengembangan fitur berbasi ai generatif,The acquisition of Darwin Appl is reportedly a step towards developing generative AI-based features,neutral
289,kumparan,BRI menandatangani kemitraan strategis dengan Microsoft guna mendorong pengembangan pemanfaatan AI di BRI. https://t.co/ttup71c2E8,bri menandatangani kemitraan strategi microsoft mendorong pengembangan pemanfaatan ai bri,bri signs a strategic partnership with microsoft to encourage the development of the use of bri ai,neutral
290,tempodotco,Hyundai dan ITB Riset Pengembangan Fitur Perintah Suara Berbasis AI https://t.co/blJa80rzE6 #GoOto,hyundai itb riset pengembangan fitur perintah suara berbasi ai gooto,Hyundai ITB research and development of AI Gooto based voice command features,neutral
291,officialinews_,CEO Microsoft Satya Nadella Ketemu Presiden Jokowi Jajaki Pengembangan Teknologi di Bidang AI https://t.co/a5uYDWs4Wr,ceo microsoft satya nadella ketemu presiden jokowi jajaki pengembangan teknolog bidang ai,Microsoft CEO Satya Nadella meets with President Jokowi to explore AI technology development,neutral
292,detikinet,Partisipasi kaum perempuan terbuka luas jadi penggerak kemajuan digital nasional. Menkominfo mengatakan perempuan bisa turut berkontribusi pengembangan AI. https://t.co/TTuSaNNEhT,partisipasi kaum perempuan terbuka lua penggerak kemajuan digit nasion menkominfo perempuan berkontribusi pengembangan ai,"women's participation is open to driving digital progress, the Minister of Communication and Information, women contribute to the development of AI",neutral
293,tempodotco,Apple Kebut Pengembangan AI Model Bahasa Besar untuk Iphone https://t.co/Lqr57hJ9JU #TempoTekno,appl kebut pengembangan ai model bahasa iphon tempotekno,appl speeds up development of ai language model iphon tempotekno,neutral
294,Bisniscom,Mitra ISAT Nvidia Rilis Perangkat Lunak Berbasis AI untuk Pengembangan 6G https://t.co/qlJAixRtRM,mitra isat nvidia rili perangkat lunak berbasi ai pengembangan g,isat partner nvidia releases ai-based software development g,neutral
295,CNNIndonesia,Indosat dan Huawei Teken MoU Pengembangan AI di MWC 2024 #Ad https://t.co/PfJn3FCeZo,indosat huawei teken mou pengembangan ai mwc ad,Indosat Huawei signs MOU for AI MWC AD development,neutral
296,RadioElshinta,Indonesia-Microsoft jajaki peluang pengembangan teknologi AI dan talenta digital https://t.co/fytKjStX3J,indonesiamicrosoft jajaki peluang pengembangan teknolog ai talenta digit,IndonesiaMicrosoft explores digital talent AI technology development opportunities,neutral
297,InvestorID,Indonesia saat ini sudah tertinggal dalam pengembangan AI dibandingkan Malaysia dan Vietnam. https://t.co/AeEzI1IFC4 #InvestorDaily #investasi #Saham,indonesia tertingg pengembangan ai dibandingkan malaysia vietnam investordaili investasi saham,"Indonesia has the highest AI development compared to Malaysia, Vietnam, investors in stock investment",neutral
298,kompascom,Dalam tiga bulan pertama 2024 saja perusahaan-perusahaan teknologi AS sudah menggelontorkan Rp 520 triliun untuk pengembangan AI. https://t.co/bbl9XsVAF9,perusahaanperusahaan teknolog as menggelontorkan rp triliun pengembangan ai,US technology companies are pouring IDR trillion into AI development,neutral
299,officialinews_,RI-Microsoft Jajaki Pengembangan Teknologi AI untuk Pertanian dan Perikanan https://t.co/Cg2fvaGRDm,rimicrosoft jajaki pengembangan teknolog ai pertanian perikanan,rimicrosoft explores development of agri-fishery AI technology,neutral
300,tempodotco,Bahas Pengembangan AI Microsoft Diagendakan Bertemu Empat Perusahaan Raksasa Teknologi https://t.co/LAt8332H9j #TempoTekno,baha pengembangan ai microsoft diagendakan bertemu perusahaan raksasa teknolog tempotekno,Microsoft's AI development is scheduled to meet with the giant technology company Tempotekno,neutral
301,kompascom,Investasi Microsoft senilai 1 7 miliar dollar AS adalah yang terbesar sepanjang sejarahnya beroperasi di Indonesia dan ditujukan untuk pengembangan AI https://t.co/uMecyKOdaA,investasi microsoft senilai miliar dollar as terbesar sejarahnya beroperasi indonesia pengembangan ai,Microsoft's investment worth billions of US dollars is the largest in its history operating in Indonesia to develop AI,positive
302,InvestorID,Investasi Microsoft ini dalam rangka pengembangan AI dan cloud di Indonesia selama empat tahun ke depan. https://t.co/ZDOO0O5MRl #InvestorDaily #investasi #Saham,investasi microsoft rangka pengembangan ai cloud indonesia investordaili investasi saham,Microsoft investment for the development of AI Cloud Indonesia InvestorDaili stock investment,neutral
303,muhammadiyah,Kerja sama ini mencakup berbagai kegiatan salah satunya untuk pengembangan teknologi Artificial Intelligence (AI). Oleh karena itu menurut Haedar ini kerja sama strategis untuk pembangunan negara dan bangsa. https://t.co/syF2heYIwo #Pendidikan #Muhammadiyah #TelkomSatelit,kerja mencakup kegiatan salah satunya pengembangan teknolog artifici intellig ai haedar kerja strategi pembangunan negara bangsa pendidikan muhammadiyah telkomsatelit,"work includes activities, one of which is the development of artificial intelligence technology, ai haedar, work on nation state development strategy, muhammadiyah education, telkom, satellites",negative
304,VIVAcoid,Peran Besar Teknologi AI dalam Pengembangan Kendaraan Listrik https://t.co/wqxER4yREI,peran teknolog ai pengembangan kendaraan listrik,the role of AI technologists in the development of electric vehicles,neutral
305,tempodotco,Aturan untuk Pengembangan AI di Jepang Makin Dipertimbangkan https://t.co/KSAYqXXXT8 #TempoTekno,aturan pengembangan ai jepang dipertimbangkan tempotekno,tempotekno considers Japanese AI development regulations,neutral
306,tempodotco,Ini Kata Menkominfo Alasan NVIDIA dan Indosat Pilih Bangun Pusat Pengembangan AI di Solo https://t.co/CIKSLPdvxY #TempoBisnis,menkominfo alasan nvidia indosat pilih bangun pusat pengembangan ai solo tempobisni,The Minister of Communication and Information is the reason why Nvidia Indosat chose to build an AI development center in Solo Tempobisni,negative
307,detikinet,Penggunaan AI atau kecerdasan buatan dalam pengembangan gim telah disambut dengan antusias dan rasa takut. https://t.co/uacmIaRkFV,penggunaan ai kecerdasan buatan pengembangan gim disambut antusia takut,The use of AI in game development has been enthusiastically welcomed,negative
308,InfoPublikIP,PBB Akui Indonesia sebagai Episentrum Pengembangan AI di ASEAN https://t.co/3SUJvEpvK7 https://t.co/sq6guZOJTh,pbb akui indonesia episentrum pengembangan ai asean,UN admits Indonesia is the epicenter of ASEAN AI development,neutral
309,mediaindonesia,MENTERI Komunikasi dan Informatika Budi Arie Setiadi mengungkapkan rencana investasi yang dilakukan Microsoft akan mendukung pengembangan kecerdasan buatan (Artificial Intelegence/AI) dan cloud. https://t.co/WgcxbkA3Do,menteri komunikasi informatika budi ari setiadi rencana investasi microsoft mendukung pengembangan kecerdasan buatan artifici intelegenceai cloud,Minister of Communication and Information Budi Ari Setiadi Microsoft's investment plan supports the development of artificial intelligence artificial intelligence cloud,negative
310,sinergi_bna,Diskominfo Banda Aceh: Tingkatkan Kualitas SDM Wamenkominfo Dorong Pusat Riset dan Pengembangan AI https://t.co/Nb9QwCTjdX,diskominfo banda aceh tingkatkan kualita sdm wamenkominfo dorong pusat riset pengembangan ai,"Diskominfo Banda Aceh improves quality of human resources, Deputy Minister of Communication and Information encourages AI development research center",negative
311,googledevsid, Catatan Rilis Firebase November ️ Pengembangan aplikasi dgn AI Dark Mode Firebase console Aplikasi Flutter dgn Firebase di Windows ️ Update Firestore Kotlin &amp; Swift ️ Cloud Functions lebih aman Inferensi pengujian A/B Simak @puf ️ https://t.co/Yigto4TYm4,catatan rili firebas novemb pengembangan aplikasi dgn ai dark mode firebas consol aplikasi flutter dgn firebas window updat firestor kotlin amp swift cloud function aman inferensi pengujian ab simak,firebas release notes novemb application development with ai dark mode firebas console flutter application with firebas window update firestor kotlin amp swift cloud function safe inference ab testing see,positive
312,tempodotco,Microsoft Luncurkan AI Founders Club di Indonesia untuk Dorong Pengembangan Ekonomi Berbasis AI https://t.co/kJQltHqmTT #TempoTekno,microsoft luncurkan ai founder club indonesia dorong pengembangan ekonomi berbasi ai tempotekno,Microsoft launches AI Founders Club Indonesia to encourage AI-based economic development Tempotekno,positive
313,kompascom,Teknologi tersebut berupa pengembangan Intelligent Traffic System (ITS) menggunakan Artificial Intelligence (AI) atau kecerdasan buatan. https://t.co/bZS3c3TqjG,teknolog pengembangan intellig traffic system it artifici intellig ai kecerdasan buatan,technology development intelligent traffic system it artifici intelligent ai artificial intelligence,positive
314,kemkominfo,Siaran Pers No. 103/HM/KOMINFO/02/2024 tentang Indonesia - Amerika Serikat Jajaki Kerja Sama Pengembangan AI https://t.co/iMUAgPQHz6,siaran per no hmkominfo indonesia amerika serikat jajaki kerja pengembangan ai,broadcast per no hmkominfo indonesia united states explores ai development work,neutral
315,InvestorID,Tidak tanggung-tanggung dana yang masuk untuk pengembangan AI baru ini mencapai US$ 675 juta (Rp 10 60 triliun). https://t.co/XLR3qSQY9z #InvestorDaily #investasi #Saham,tanggungtanggung dana masuk pengembangan ai mencapai us juta rp triliun investordaili investasi saham,Responsibility for funds entering AI development reaches US million IDR trillion investors for stock investments,neutral
316,InvestorID,Indosat Ooredoo Hutchison Tbk (ISAT) atau IOH gandeng Huawei dalam pengembangan digital dengan tujuan untuk mendukung pengembangan AI https://t.co/aeZdr7Mhpa #InvestorDaily #investasi #Saham,indosat ooredoo hutchison tbk isat ioh gandeng huawei pengembangan digit tujuan mendukung pengembangan ai investordaili investasi saham,Indosat Ooredoo Hutchison Tbk ISAT IOH collaborates with Huawei to develop digital goals to support AI development investorDaili stock investment,neutral
317,TechnologueID,Biaya Rencana Pengembangan AI Meta Diprediksi Capai hingga Rp648 Triliun #Facebook #Meta #TeknologiAI #MetaAI https://t.co/3aeSjxsHQV https://t.co/zkcyco44Cy,biaya rencana pengembangan ai meta diprediksi capai rp triliun facebook meta teknologiai metaai,The cost of the AI ​​Meta development plan is predicted to reach IDR trillion. Facebook Meta Teknologiai Metaai,neutral
318,kompascom,Teknologi AI bisa mendorong akuntan dalam pengembangan diri. Pada akhirnya bisa berdampak pada keberlanjutan lingkungan di Indonesia. https://t.co/QXKvKVn1fi,teknolog ai mendorong akuntan pengembangan berdampak keberlanjutan lingkungan indonesia,AI technology encourages development accountants to impact Indonesia's environmental sustainability,neutral
319,indoict,Indonesia-Microsoft Jajaki Peluang Pengembangan Teknologi AI dan Talenta Digital https://t.co/8s4os4Omv8 @indoict,indonesiamicrosoft jajaki peluang pengembangan teknolog ai talenta digit,IndonesiaMicrosoft explores digital talent AI technology development opportunities,neutral
320,indoict,Indonesia-Microsoft Jajaki Peluang Pengembangan Teknologi AI dan Talenta Digital https://t.co/8s4os4Omv8 via @indoict,indonesiamicrosoft jajaki peluang pengembangan teknolog ai talenta digit via,indonesiamicrosoft explores opportunities for developing digital talent ai technology via,neutral
321,e100ss,Guru Besar UGM: AI dan Big Data Bisa Percepat Pengembangan Obat Baru https://t.co/AcmX638GSV,guru ugm ai big data percepat pengembangan obat,UGM AI big data teacher accelerates drug development,neutral
322,antaranews,Menkominfo ajak media dukung pengembangan AI berfokus pada kemanusiaan https://t.co/t3zdyhZluL,menkominfo ajak media dukung pengembangan ai berfoku kemanusiaan,Minister of Communication and Information invites media to support humanitarian-focused AI development,neutral
323,nawacitamedia,Indonesia-Microsoft Jajaki Peluang Pengembangan Teknologi AI dan Talenta Digital https://t.co/xVBlAGmZfH via @nawacit4,indonesiamicrosoft jajaki peluang pengembangan teknolog ai talenta digit via,IndonesiaMicrosoft explores opportunities for developing digital talent AI technology via,neutral
324,inewsdotid,CEO Microsoft Satya Nadella Ketemu Presiden Jokowi Jajaki Pengembangan Teknologi di Bidang AI https://t.co/ES4TrUOIMs,ceo microsoft satya nadella ketemu presiden jokowi jajaki pengembangan teknolog bidang ai,Microsoft CEO Satya Nadella meets with President Jokowi to explore AI technology development,neutral
325,KompasKlasika,Pengembangan layanan berbasis kecerdasan buatan atau AI membawa prospek cerah bagi perusahaan operator telekomunikasi. https://t.co/IEd7gXWuit #Ekonomi #AdadiKompas,pengembangan layanan berbasi kecerdasan buatan ai membawa prospek cerah perusahaan oper telekomunikasi ekonomi adadikompa,development of artificial intelligence based services ai brings bright prospects for telecommunications companies economy adadikompa,positive
326,antaranews,Percepat pengembangan kecerdasan buatan China bangun Pusat Inovasi AI https://t.co/flGQEZ00oH,percepat pengembangan kecerdasan buatan china bangun pusat inovasi ai,accelerate the development of artificial intelligence china builds ai innovation center,negative
