full_text,tweet_clean,english_text,label
Sering liat pencurian motor atau mobil yg terekam CCTV tanpa bisa apa2. Cuma jd bukti rekaman ntah berguna atau enggak. Padahal jaman sekarang CCTV sudah canggih dulu cuma bisa deteksi suara &amp; gerakan. Sekarang dengan AI sudah bisa secara spesifik Deteksi manusia. https://t.co/3uSdThBhu7,sering liat curi motor mobil yg rekam cctv apa cuma jd bukti rekam ntah guna enggak padahal jaman sekarang cctv canggih dulu cuma deteksi suara amp gera sekarang ai spesifik deteksi manusia,Often see stole a car motorbike that records CCTV is it just a proof of record to do not even though nowadays cctv is sophisticated first only detection of sound amps now specifically human detection,positive
dan kalo ada yg bilang membuat karya baru dari AI ini salah banget. sebetulnya si AI ini cuma mengambil informasi yg ada di memorinya lalu dimanipulasi dan dikombinasi seolah-olah karya baru. yg jadi bisa diperdebatkan ini gagasan/idenya aja sebetulnya cont- https://t.co/huW4F5uPdA,kalo yg bilang buat karya baru ai salah banget si ai cuma ambil informasi yg memori lalu manipulasi kombinasi seolaholah karya baru yg jadi debat gagasanidenya aja cont,"if you say for a new work, Ai is really wrong, Ai just takes information that is memory and then manipulating a combination as if a new work is the debate of the idea of ​​the gift",negative
Kedua dalam industri seni dan ilustrasi pengkarya manusia sedang dalam bahaya karena AI menawarkan more for less . Lebih banyak hasil untuk usaha yang minim. Tinggal taktiktuk ketik prompt gambar keluar. Lebih cepat lebih murah lebih kompetitif buat industri.,dua industri seni ilustrasi karya manusia sedang bahaya ai tawar more for less lebih banyak hasil usaha minim tinggal taktiktuk ketik prompt gambar keluar lebih cepat lebih murah lebih kompetitif buat industri,"Two Art Industries Illustration of Human Work While the dangers of freshwater more for less more results, minimal business, just taktik type, the outgoing image prompt is faster and faster is more competitive for the industry",positive
OpenAI dah create AI baru. Hari tu dia buat ChatGPT Semalam baru release Sora. AI yang boleh create video 1 minit. dari Text sahaja. Ini antara hasilnya. Makin susah nak bezakan asli &amp; rekaan. https://t.co/HpEqZghZ2Z,openai dah create ai baru hari tu buat chatgpt malam baru release sora ai create video minit text sahaja hasil makin susah nak bezakan asli amp reka,open it and create a new day for chatgpt at night just release sora ai create video minit text text sahaja results are increasingly difficult to son of the original amp reka,positive
Tehnologi Artificial Intelligence ( AI ) semakin maju ... bisa meniru gerak bibir dan suara seperti cloningan dari orang Asli . https://t.co/7GqFt8bLbm,tehnologi artificial intelligence ai makin maju tiru gerak bibir suara cloningan orang asli,Artificial Intelligence AI technology is more advanced to imitate the movement of the lip of the sound of the native cloning,positive
1/ DISCOVERED PROJECTS Sebagai penggemar AI saya berusaha mencari proyek baru dalam kategori AI terlebih dahulu. Berikut adalah beberapa proyek baru atau yang akan datang yang telah ditemukan di Arbus Terminal selama seminggu terakhir: Projek baru bernama: GraphiteAI https://t.co/rBgsZwjqYt,discovered projects gemar ai usaha cari proyek baru kategori ai lebih ikut beberapa proyek baru datang temu arbus terminal lama minggu akhir projek baru nama graphiteai,Discovered Projects Gemar AI Business Finding New Projects AI Category More Joining Several New Projects Comes Arbus Terminal Old Terminal End Week New Project Name Graphiteai,positive
Demi mengurangi ketergantungan pemasukan negara dari minyak dan gas alamnya negara-negara di Timur Tengah kini mulai melakukan diversifikasi untuk menambah penghasilan. Dilaporkan mereka telah menggelontorkan miliaran dollar untuk berinvestasi pada artificial intelligence (AI). https://t.co/4b77b3Ri9Y,kurang gantung pasu negara minyak gas alam negaranegara timur tengah kini mulai laku diversifikasi tambah hasil lapor gelontor miliar dollar investasi artificial intelligence ai,Less hanging post -state natural gas oil of the Middle Eastern country is now starting to sell diversification from the results of the Lapor of Billion Dollar Investment Investment Intelligence AI,negative
Memperhatikan yg presentasi dan demo simulasi permodelan untuk mencari formula pupuk dan rekayasa benih menggunakan Quantum AI di negara orang itu bikin 'ngiler meski komputer kuantumnya masih di bawah kemampuan Novera nya Rigetti Quantum. . https://t.co/187HNlEMS5,perhati yg presentasi demo simulasi model cari formula pupuk rekayasa benih guna quantum ai negara orang bikin ngiler meski komputer kuantum bawah mampu novera nya rigetti quantum,Pay attention to the Demo Presentation Simulation Model Search for Seed Engineering Formula for Quantum AI State People make drool even though the lower quantum computer is able to Novera RIGETTI Quantum,positive
OpenAI : yg paling menentukan AI adalh kekuatan datanya. Di dunia yg pnya data adlh : - Google x Youtube (gila gak kebayang jumlahnya) - Tesla (data dari 3 jt mobilnya di seluruh dunia) - FB x IG x Twttr x Tiktok (jutaan konten data) - Amazon (jutaan data transaksi),openai yg paling tentu ai adalh kuat data dunia yg pnya data adlh google x youtube gila gak bayang jumlah tesla data jt mobil seluruh dunia fb x ig x twttr x tiktok juta konten data amazon juta data transaksi,"The most of course is the most strong in the world data, the data is that the data is google x youtube crazy not shadows the number of tesla data jt cars worldwide fb x ig x twttr x tiktok million content data amazon million data transaction",positive
Sejak AI ditemukan sudah banyak penyimpangan algoritma dan sesungguhnya AI dalam Face recognation yg banyak di implementasikan dgn konsep pendekatanya yg kita kenal sbg Smart City tujuan utamanya bukan utk kebutuhan pelayanan publik tapi yg utama adalah mengumpulkan data2 https://t.co/IlspRA56N0,sejak ai temu banyak simpang algoritma sungguh ai face recognation yg banyak implementasi dgn konsep pendekatanya yg kenal sbg smart city tuju utama bukan utk butuh layan publik yg utama kumpul data,"Since AI meeting many algorithm intersections, Ai face recognition is a lot of implementation with the concept of his short -term concept that is known as the main intended smart city not to need the main public service gathering data",positive
Mengintip Inovasi Terbaru Berbasis AI dari Para Juara Samsung Innovation Campus https://t.co/e4esFTX4Wr,intip inovasi baru bas ai juara samsung innovation campus,Take a peek at the new innovation Bas AI Champion Samsung Innovation Campus,positive
Pernahkah Anda penasaran bagaimana AI bisa mengubah cara kita memahami sentimen pelanggan? Dari yang lambat dan sering salah kini jadi cepat akurat dan otomatis! Dulu: Analisis butuh waktu lama. Manual &amp; sering terjadi kesalahan. Sulit menangkap sentimen sebenarnya. https://t.co/rxZbfnSGXv,pernah penasaran bagaimana ai ubah cara paham sentimen langgan lambat sering salah kini jadi cepat akurat otomatis dulu analisis butuh waktu lama manual amp sering jadi salah sulit tangkap sentimen benar,Never been curious about how I changed the way to understand the slow -style sentiments often wrong now so it is accurately accurately Automatically The analysis takes a long time manual amp is often difficult to catch the correct sentiment,negative
ㅤ Dia berhenti sejenak membiarkan pertanyaan itu menggantung di udara sebelum melanjutkan. AI atau 𝘈𝘳𝘵𝘪𝘧𝘪𝘤𝘪𝘢𝘭 𝘐𝘯𝘵𝘦𝘭𝘭𝘪𝘨𝘦𝘯𝘤𝘦 udah mulai merubah cara kita hidup kerja 𝘢𝘯𝘥 𝘦𝘷𝘦𝘯 berinteraksi 𝘸𝘪𝘵𝘩 𝘦𝘢𝘤𝘩 𝘰𝘵𝘩𝘦𝘳. ㅤ, henti jenak biar tanya gantung udara lanjut ai   udah mulai rubah cara hidup kerja   interaksi    ,"stopped so that I asked the air hanging, then I already started to change the way of life to work interaction",neutral
2/ Tentu idenya terdengar futuristik AI yang mengambil alih kripto. Tapi jujur saja: tanpa platform media sosial dengan pengguna nyata yang aktif ini cuma sekedar omong kosong. Dan Tiktok Instagram serta Facebook sudah lebih dulu memasukkan teknologi AI mereka sendiri.,ide dengar futuristik ai ambil alih kripto jujur platform media sosial guna nyata aktif cuma dar omong kosong tiktok instagram facebook lebih dulu masuk teknologi ai sendiri,AI Futuristic Listening Ideas Take Over Krypto Honest Social Media Platforms to Real Active Only Dar Bulak Bulak Tiktok Instagram Facebook first entered AI technology itself,positive
 INOVASI TEKNOLOGI Eigen intro bbrapa inovasi: 1). Modular Security - Memisahkan lapisan keamanan &amp; aplikasi - Memungkinkan sharing keamanan - Efisiensi ekonomi yang better 2). Middleware Layer - bridge antara ETH &amp; AVS - Manajemen stake &amp; rewards - Koordinasi validator,inovasi teknologi eigen intro bbrapa inovasi modular security pisah lapis aman amp aplikasi mungkin sharing aman efisiensi ekonomi better middleware layer bridge eth amp avs manajemen stake amp rewards koordinasi validator,Eigen Innovation Eigen Intro Bbrapa Modular Security Innovation Separate Layer Safe Amp Application may be safe sharing Economic Efficiency better Middleware Layer Bridge Eth AVS Management Stake Amp Rewards Validator Coordination,positive
Dengan hadirnya internet akses berita menjadi jauh lebih mudah dan cepat. Lalu bagaimana menyaring arus informasi yang tak terbendung agar tetap relevan dan akurat? Dan seperti apa peran AI dalam pengumpulan berita? https://t.co/fxcx0qrNJm,hadir internet akses berita jadi jauh lebih mudah cepat lalu bagaimana nyaring arus informasi tak bendung tetap relevan akurat apa peran ai kumpul berita,Present internet access to news so much faster then how loud the flow of information is not weir remains relevant accurate what the role of AI gathering news,positive
AI itu ga ada proses kreatif. Gaada risetnya. Mereka caplok-caplok dari gambar/video yang udah ada terus ditempel. Belum lagi library mereka nyolong gambar/foto/video yg copyright,ai ga proses kreatif gaada riset caplokcaplok gambarvideo udah terus tempel library nyolong gambarfotovideo yg copyright,ai no creative process is not a caplokcaplok picture of thevideo has continued,negative
Bakat manusia itu akan di explore dan dikembangkan secara alami oleh perubahan jaman. Ini keniscayaan. Dulu buat gambar ilustrasi pure pake kuas dan tinta trus berubah pake Adobe dll. skrn g udah AI untuk mempermudah .,bakat manusia explore kembang alami ubah jaman niscaya dulu buat gambar ilustrasi pure pake kuas tinta trus ubah pake adobe skrn g udah ai mudah,"Human talent Explore Natural Flower Change the era, it is necessary for images of pure illustrations using ink brushes and then change using Adobe now, it's easy",positive
Org kota menggunakan otak Amygdala yg mampu mengatur mood &amp; emosi sdgkn org desa menggunakan otak Cingulate Cotex yg mampu mengatur stres.,org kota guna otak amygdala yg mampu atur mood amp emosi sdgkn org desa guna otak cingulate cotex yg mampu atur stres,org city for amygdala brain that is able to adjust the mood of emotions to the village for the brain for the brain cingulate cotex who can set stress,positive
Ramai-ramai Operator Seluler Adopsi AI Efisiensi Naik Hingga 25% https://t.co/pZLk7SjAPE,ramairamai operator seluler adopsi ai efisiensi naik hingga,Ramairamai cellular operator adoption AI efficiency rises up to,neutral
Saya lagi punya project bikin konten walkthrough mengerjakan soal-soal Rangkaian Listrik dan Matematika Teknik. (Subscribe channel Youtube saya!) Masalahnya kadang-kadang saya gak bisa memastikan jawaban yang saya kasih bener. Ada salah hitung salah masukin angka salah pencet https://t.co/oJUhCUCXqZ,punya project bikin konten walkthrough kerja soalsoal rangkai listrik matematika teknik subscribe channel youtube masalah kadangkadang gak pasti jawab kasih bener salah hitung salah masukin angka salah pencet,have a project to make walkthrough content work questions Problem Electric Mathematics SUBSCRIBE TECHNIQUE YOUTUBE YOUTUBE PROBLEMS sometimes not definitely answer love correct,positive
bekal ilmu dari seller dan akan menjawab sesuai input-an - Video Edit AI (AI akan membantu mengedit video kita setelah kita input Prompt AI) contoh tolong editkan video saya dengan konsep USP produk Keunggulan dll - Ads/Iklan (iklan otomatis akan di upgrade dengan bantuan AI),bekal ilmu seller jawab sesuai inputan video edit ai ai bantu edit video input prompt ai contoh edit video konsep usp produk unggul adsiklan iklan otomatis upgrade bantu ai,Seller Sciences Answer according to input video edit AI auxiliary Edit video input Prompt AI Examples of video edit concept usp product superior ads ads Automatic advertisements upgrade auxiliary AI,positive
:Model AI yang menggunakan kembali obat inovatif dapat membawa harapan baru bagi dokter dan pasien yang mencoba mengobati penyakit dengan pilihan pengobatan terbatas. Disebut TxGNN. #Teknologi #AI #MedcomId #MudaMemberiArti https://t.co/sq7rlrNumA,model ai guna obat inovatif bawa harap baru dokter pasien coba obat sakit pilih obat batas sebut txgnn,"AI Model for Innovative Medication Bring, please hope that the patient's doctor is trying a pain medicine. Choose a drug limit",positive
Coretan pagi: Rekayasa Persepsi di Era Digital: Menjamurnya Informasi Dengan Metodologi Tidak Teruji dan Logika Tanpa Dasar Dlm era digital yg semakin terhubung ini kita menyaksikan munculnya beragam kanal video dan platform2 media sosial yg seolah2 menawarkan wawasan baru,coret pagi rekayasa persepsi era digital jamur informasi metodologi uji logika dasar dlm era digital yg makin hubung saksi muncul agam kanal video platform media sosial yg tawar wawas baru,Crossing Morning Engineering Perception of Digital Era Mushroom Information Information Methodology Basic Logic Test in the Digital Era that Increasing Witnesses Appear Agam Video Platform Channels Social Media that Baru New Wawas,positive
ㅤ Ekspresinya menjadi lebih serius saat dia masuk ke point terakhir. Terakhir 𝘳𝘰𝘣𝘰𝘵𝘪𝘤𝘴. Ini yang ngasih AI kemampuan buat berinteraksi langsung sama dunia fisik. Kayak robot di pabrik yang merakit mobil atau di rumah sakit yang bantu dokter buat operasi. ㅤ, ekspresi jadi lebih serius masuk point akhir akhir  ngasih ai mampu buat interaksi langsung sama dunia fisik kayak robot pabrik rakit mobil rumah sakit bantu dokter buat operasi ,The expression became more serious in the final point of the end to give AI able to make direct interaction with the physical world like the hospital's raft factory robot help the doctor for surgery,positive
@ismailfahmi AI ya otomatisasi lbh lanjut. Sekarang didesa aja untuk irigasi sawah pakai sumur bor dg pompa yg dioperasikan otomatis. Sawah si A jam 6-9. Sawah si B jam 9-14. Sawah si C jam 14-16. ...dst Anggap aja itu macam AI sederhana,ai otomatisasi lbh lanjut sekarang desa aja irigasi sawah pakai sumur bor dg pompa yg operasi otomatis sawah si a jam sawah si b jam sawah si c jam anggap aja macam ai sederhana,AI Automation LBH Continue Now the village is just an irrigation of rice fields using a wellbore well with pump that is automatic operation of the rice field A clock of the rice field b Sawah clock C hours.,neutral
~@AutonomysNet adalah ekosistem terdesentralisasi yg dirancang utk kolaborasi revolusioner antara kecerdasan manusia &amp; buatan (H+AI) Dengan aplikasi #AI3.0 yg terdesentralisasi secara on-chain penyimpanan data permanen yg sangat skalabel #SocialMining https://t.co/eeq5IZq6i1,ekosistem desentralisasi yg rancang utk kolaborasi revolusioner cerdas manusia amp buat hai aplikasi yg desentralisasi onchain simpan data permanen yg sangat skalabel,Decentralized ecosystem that is designed for the revolutionary collaboration of Human Smart AMP for Hai applications that decentralize onchain save permanent data that is very scalable,positive
@TakDeNama22 Boleh je amal sebenarnya cuma kena specify betul-betul apa kita nak. Sekarang ada teknik baru prompt engineering. Dia ajar how to write prompts dekat AI ni untuk dapat our intended outputs. Bergunalah and save banyak masa juga ,je amal benar cuma kena specify betulbetul apa nak sekarang teknik baru prompt engineering ajar how to write prompts dekat ai ni our intended outputs guna and save banyak masa,"je charity is just hit by species really, son, now the new technique of the technique of teaching how to write prompt",positive
SAP Kenalkan Inovasi AI Revolusioner untuk Transformasi Bisnis #Ad https://t.co/tVJWaNY0mc,sap kenal inovasi ai revolusioner transformasi bisnis,Sap Knowing AI Revolutionary Innovation Business Transformation,neutral
AI tuh alat buat support kegiatan berkarya. Proses kreatifnya gak boleh diambil alih dari manusianya sendiri. Proses creating itu hakikatnya harus ada di tangan manusia. Ibarat AI itu pena yang ngegerakinnya ya tangan manusia sendiri.,ai tuh alat buat support giat karya proses kreatif gak ambil alih manusia sendiri proses creating hakikat tangan manusia ibarat ai pena ngegerakinnya tangan manusia sendiri,"ai, the tool for supporting the work of the creative process does not take over the human being, the process of creating the nature of human hands is like ai pen.",positive
@mittenkitten__ Kabarnya akan muncul lagi AI yang super canggih. Yang bisa membedakan baik dan buruk benar dan salah. Udah kek otak manusia aja nih,kabar muncul ai super canggih beda baik buruk benar salah udah kek otak manusia aja nih,"the news appears super sophisticated ai different good good and bad right, wrong, it's just like a human brain",positive
Pusing pusing mikirin fuzzy system process Genetic algorithm kNN decision tree supervised learning ML DL dkk Jebule mata mata intelejen ni dosen Kecerdasan Artifisial gua kalo dgr statement beliau didiskon 50% kali ya nilai akhirnya,pusing pusing mikirin fuzzy system process genetic algorithm knn decision tree supervised learning ml dl dkk jebule mata mata intelejen ni dosen cerdas artifisial gua kalo dgr statement beliau diskon kali nilai akhir,Dizzy Dizzy Thinking of Fuzzy System Process Genetic Algorithm Knn Decision Tree Supervised Learning Ml Dl et al Jebule Eye Eyes Intelligence Intelligence Lecturers of Cave Artificially If DGG Statement Discounted Final Value Discounts,negative
Berbasis AI MONA Jawab Tantangan Jaringan di Era Ekonomi Sirkular https://t.co/RTqS6YZK62,bas ai mona jawab tantang jaring era ekonomi sirkular,Bas Ai Mona Answer to Challenge Circular Economic Era Net,positive
Aplikasi Baru SocialAI yang Mirip X Tapi Ini Dunia Bot Pribadi Anda - https://t.co/JfKtghgO0Q Aplikasi gratisnya tampak seperti X atau Threads. Anda mengeposkan apa yang ada di pikiran Anda dan bot Anda segera merespons. https://t.co/waJQpIkIrP,aplikasi baru socialai mirip x dunia bot pribadi aplikasi gratis tampak x threads epos apa pikir bot segera respons,New Socialai New Applications Similar X World Private Bot Free Application Looks X Threads Epos What Think Bot Immediately Respond,positive
Startup AI Inflection mengumumkan sistem terbarunya bernama Inflection for Enterprise yang dibuat lewat kerja sama dengan Intel. https://t.co/PvH2iPBszd,startup ai inflection umum sistem baru nama inflection for enterprise buat lewat kerja sama intel,Startup AI Inflexion General System New System Name Inflection for Enterprise for Intel Cooperation,positive
@huruhara65 @mithamiwuwu AI itu bukans sekedar niru atau nyari inspirasi. Dia ngeblender semua data terus dimuntahin secara random dengan petunjuk prompt. Bahan nyolong hasil muntahan terus dijual kembali seakan orisinil. Selain eksploitatif juga hina terutama dari perusahaan yg punya dana,ai bukans dar niru nyari inspirasi ngeblender semua data terus dimuntahin random tunjuk prompt bahan nyolong hasil muntah terus jual akan orisinil eksploitatif hina utama usaha yg punya dana,"AI is not from imitating the inspiration of all data, all data continues to be vomited random appointing prompt materials helping the results of vomiting continue to sell, the original exploitative business is the main business that has funds that have funds",negative
@joi_AI_ @keoneHD 3/ AiFi Artificial Intelligence Finance adalah perpaduan inovatif antara AI dengan teknologi mata uang kripto Sama seperti DeFi merevolusi sistem keuangan tradisional melalui blockchain AiFi diatur untuk mengubah layanan keuangan pengambilan keputusan dan otomatisasi.,aifi artificial intelligence finance padu inovatif ai teknologi mata uang kripto sama defi revolusi sistem uang tradisional lalu blockchain aifi atur ubah layan uang ambil putus otomatisasi,AIFI Artificial Intelligence Finance innovative AI Crypto Currency Technology and Defi Revolution of Traditional Money Systems Then Blockchain AIFI Autur Changing the Money Fresh Takes Disconnect Automation,positive
@indosat Fitur AI sangat membantu pekerjaanku sebagai penulis cerpen Dgn fitur AI ini aku terbantu dgn kehadiran AI (Tool AI Quillbot ) Karna bisa mengoreksi dan memperbaiki tulisanku yg salah ketik Jadi ga repot koreksi² dari awal #EmpoweringIndonesia @vjllainess @yourcacha @Sayy0naara,fitur ai sangat bantu kerja tulis cerpen dgn fitur ai aku bantu dgn hadir ai tool ai quillbot karna koreksi baik tulis yg salah ketik jadi ga repot koreksi awal,AI feature really helps work short stories with AI features I help with AI Ai Quillbot Tools present because of good correction written that are wrong typing so it doesn't bother the initial correction,positive
@Ronym96650835 @Exa5Ds @AsahPolaPikir Ini kan tahap awal sama kyk Jamess watt menemukan teknologi mesin uap yg skrg berkembang ke mana2 dan bikin revolusi industri dunia Begitu pun pertanian peternakan by AI ini bukan ga mungkin akan terus berkembang entah gmn jadinya nanti,kan tahap awal sama kyk jamess watt temu teknologi mesin uap yg skrg kembang mana bikin revolusi industri dunia tani terna by ai bukan ga mungkin terus kembang entah gmn jadi,"the initial stage is the same as the jamess watt, the steam engine technology meeting now which makes the world industry revolution in the tental farm by ai it is not impossible to continue to develop",positive
@indosat @vjllainess @yourcacha @Sayy0naara Fitur AI sangat membantu pekerjaanku sebagai penulis cerpen Dgn fitur AI ini aku terbantu dgn kehadiran AI (Tool AI Quillbot ) Karna bisa mengoreksi dan memperbaiki tulisanku yg salah ketik Jadi ga repot koreksi² dari awal #EmpoweringIndonesia @vjllainess @yourcacha @Sayy0naara,fitur ai sangat bantu kerja tulis cerpen dgn fitur ai aku bantu dgn hadir ai tool ai quillbot karna koreksi baik tulis yg salah ketik jadi ga repot koreksi awal,AI feature really helps work short stories with AI features I help with AI Ai Quillbot Tools present because of good correction written that are wrong typing so it doesn't bother the initial correction,positive
Salah satu tim inovasi QCP ACIST dengan judul inovasi Artificial Intelligence Software for Analyzing and Calculating the Remaining Life Assessment on Reformer Catalyst Tube meraih predikat Overall Best dan Best Performance.,salah satu tim inovasi qcp acist judul inovasi artificial intelligence software for analyzing and calculating the remaining life assessment on reformer catalyst tube raih predikat overall best best performance,salah satu tim inovasi qcp acist judul inovasi artificial intelligence software for analyzing and calculating the remaining life assessment on reformer catalyst tube raih predikat overall best best performance,positive
Percepat Penggunaan GenAI Cloudera Luncurkan Layanan Inferensi AI Didukung NVIDIA NIM Microservices https://t.co/3XJcEefaLC,cepat guna gena cloudera luncur layan inferensi ai dukung nvidia nim microservices,Fast for Gena Cludera Luncur Service AI Support Nvidia Nim Microservices,positive
Indosat Ooredoo Hutchison (IOH) melalui IDCamp 2024 menghadirkan dua program baru yang fokus pada kecerdasan buatan (Artificial Intelligence - AI) dan Otomasi dengan sertifikasi global. https://t.co/iTPnS9ekjP,indosat ooredoo hutchison ioh lalu idcamp hadir program baru fokus cerdas buat artificial intelligence ai otomasi sertifikasi global,Indosat Ooredoo Hutchison IOH Lalu IDCAMP is present a new focus program for smart focus for artificial intelligence automation of global certification,negative
Cloudera Memperkenalkan Perkhidmatan Inferens AI dengan Perkhidmatan Mikro NVIDIA NIM Terbenam untuk Mempercepatkan Pembangunan dan Penerapan GenAI https://t.co/v0ibViWfM1,cloudera kenal khidmat inferens ai khidmat mikro nvidia nim benam cepat bangun terap gena,Cloudera knows the service of the nvidia micro service nvidia nim is quick to wake up gena,positive
@Rizkimujin @urfavsongmino @mithamiwuwu @duniyaberita Kalo AI tuh cara kerjanya misal nih ada 5 orang anak nggambar di kertas putih. Udah jadi kan Nah AI tuh scanning 5 gambar tadi terus langsung nyomot tiap sudut dari 5 gambar original tadi terus digabung jadi 1 Nah terus yg makek AI ngaku2 kalo itu gambar orisinilnya,kalo ai tuh cara kerja misal nih orang anak nggambar kertas putih udah jadi kan nah ai tuh scanning gambar tadi terus langsung nyomot tiap sudut gambar original tadi terus gabung jadi nah terus yg makek ai ngaku kalo gambar orisinilnya,"If you work, for example, for example, the child drawing white paper is finished, right now, the scanning of the picture is immediately nyomoting every corner of the original image and then joined so the one who is so on.",positive
Google Gemini Nano Inovasi AI Terbaru di Android yang Mulai Menyebar https://t.co/nr8rePVjKN Google kembali membuat terobosan di dunia teknologi dengan menghadirkan Gemini Nano sebuah model bahasa besar (LLM) yang didesain khusus untuk perangkat Android,google gemini nano inovasi ai baru android mulai sebar google buat terobos dunia teknologi hadir gemini nano buah model bahasa besar llm desain khusus perangkat android,"Google Gemini Nano New AI Innovation Android starts to spread Google for the breakthrough of the world of technology, Gemini nano is a large language model, a special design of Android devices",positive
Gaptek kayak ak ini sekarang harus berteman dengan generative AI (artificial intelligence). Trial and error struktur prompt yang oke supaya dapat output yang baik. So far bikin kesimpulan sendiri kalo prompt yang oke setidaknya harus ada konteks yang jelas tujuan dan batasan,gaptek kayak ak sekarang teman generative ai artificial intelligence trial and error struktur prompt oke output baik so far bikin simpul sendiri kalo prompt oke konteks jelas tuju batas,Gaptek like AK Now Generative Ai Artificial Intelligence Trial and Error Structure Prompt Output Good Output So Far Makes Your Own Node If the Prompt is okay Context Clearly Deal with the Limit,positive
Model AI yang menggunakan kembali obat inovatif dapat membawa harapan baru bagi dokter dan pasien yang mencoba mengobati penyakit dengan pilihan pengobatan terbatas. Disebut TxGNN alat zero-shot ini membantu dokter menemukan kegunaan baru untuk obat yang ada untuk kondisi yang https://t.co/PooHEAVf1c,model ai guna obat inovatif bawa harap baru dokter pasien coba obat sakit pilih obat batas sebut txgnn alat zeroshot bantu dokter temu guna baru obat kondisi,"AI Model for Innovative Medication Bring, hope that the patient is a new doctor trying a pain medicine.",positive
@kuxo I told you. Di indo terlalu fokus ngedepanin pemikiran kritis. Padahal pemikiran kreatifnya belum develop dengan baik. Ini deh hasilnya. AI muncul bukannya infonya diolah malah dipake buat jalan pintas. Emg otaknya otak miskin buat minimize pengeluaran ya pake ai aja,i told you indo terlalu fokus ngedepanin pikir kritis padahal pikir kreatif develop baik deh hasil ai muncul bukan info olah malah dipake buat jalan pintas emg otak otak miskin buat minimize keluar pake ai aja,I told you indo too focused in front of thinking critically even though the creative thinking develops well the results of AI appear instead of processing information instead used for shortcuts to the poor brain for minimize out using AI,positive
@kittykawaaa_ @mithamiwuwu AI itu belajar bukan mengambil. Analogi sederhananya: ketika kamu belajar menggambar di sekolah dan mengikuti contoh yang sudah ada lalu setelah kamu mahir kamu mulai membuat gambar sendiri. Referensi belajar kamu pasti masih ada dan hasil karya kamu tetap terhubung dengan,ai ajar bukan ambil analogi sederhana kamu ajar gambar sekolah ikut contoh lalu kamu mahir kamu mulai buat gambar sendiri referensi ajar kamu hasil karya kamu tetap hubung,Ai teach not to take a simple analogy you teach school images follow the example then you are proficient you start to make your own image reference teaching your work remains a connecting work,positive
Mau tingkatkan produktivitas dan kreativitas tim? Coba Gemini sekarang! AI generatif dari Google yang bisa bantu tulis email buat laporan dan banyak lagi. https://t.co/HDFkvOocKn #GeminiAI #GoogleWorkspace #AI,mau tingkat produktivitas kreativitas tim coba gemini sekarang ai generatif google bantu tulis email buat lapor banyak,want the level of productivity of team creativity trying to Gemini now generative google helps write emails to report a lot,neutral
Kecerdasan buatan generatif (AI) menghadirkan kemampuan baru yang sulit dibayangkan beberapa tahun lalu. #AI #Teknologi #MedcomId #MudaMemberiArti https://t.co/tUWfriWtSd,cerdas buat generatif ai hadir mampu baru sulit bayang beberapa tahun lalu,"Smart for Generative AI is present, it can only be difficult to shadow a few years ago",negative
@faircyj tbh kalau modern soalnya udah ada Katheryn (robot automation dengan AI) Akasha (VR dgn fitur akses database &amp; face recognition). Makanya aku ga kaget kalau Natlan kek gitu mungkin vibe mereka aja yg emang modern.,tbh kalau modern soal udah katheryn robot automation ai akasha vr dgn fitur akses database amp face recognition makanya aku ga kaget kalau natlan kek gitu mungkin vibe aja yg emang modern,"tbh if modern about the katheryn robot automation AI Akasha VR with the AMP Face Recognition Database Access feature, so I'm not surprised if Natlan is like that, maybe Vibe is really modern",positive
Teknologi AI Untuk Pemantauan Media Sosial: Lebih Akurat &amp; Efisien https://t.co/ryZQc6hl9j via @Netray,teknologi ai pantau media sosial lebih akurat amp efisien via,AI technology monitoring social media is more accurately efficient via,positive
bacot inovatif sambil ngeludahin orang-orang kreatif. ga masalah klo pemanfaatan AI buat basic data keperluan perpustakaan informasi sejarah dsb tentang jakarta tapi klo dipakai sampai Visual ya kagak ada inovatifnya krna seragam komunikasi sama robot! ,bacot inovatif ngeludahin orangorang kreatif ga masalah klo manfaat ai buat basic data perlu pustaka informasi sejarah jakarta klo pakai visual kagak inovatif krna seragam komunikasi sama robot,Innovative Bacot Ease with Creative People Not a problem if the benefits of AI for basic data need to be literature on historical information jakarta if we use visuals not innovative because of uniform communication with robots,positive
Inflection AI dan Intel Luncurkan Sistem Enterprise AI https://t.co/blMPkeer65,inflection ai intel luncur sistem enterprise ai,Inflection of Intel Luncur Enterprise System AI,neutral
Bayangkan di masa depan semua foto gambar seni itu hasil prompt AI. Kamu bikin prompt AI yang berasal dataset hasil AI. Semuanya buatan dan yang buatan sudah beranak pinak. Manusia kehilangan pegangan dari hal-hal nyata.,bayang masa depan semua foto gambar seni hasil prompt ai kamu bikin prompt ai asal dataset hasil ai semua buat buat anak pinak manusia hilang pegang halhal nyata,Shadow of the Future All Photos of Art Pictures Results of AI Prompt You Make Prompt Ai Origin Dataset Ai all for people for human beings disappear holding real things,positive
